location_id,state,city,location
91,Tamil Nadu,Chennai,Chromepet
92,Tamil Nadu,Chennai,Chrompet
93,Tamil Nadu,Chennai,Guindy Industrial Estate
94,Tamil Nadu,Chennai,Keelkatalai
95,Tamil Nadu,Chennai,Keelkattalai
96,Tamil Nadu,Chennai,Aero hub
97,Tamil Nadu,Chennai,Aerohub
98,Tamil Nadu,Chennai,Arekere
99,Tamil Nadu,Chennai,Aerohub East Mall
100,Tamil Nadu,Chennai,Pallavaram
101,Tamil Nadu,Chennai,Pammal main road
102,Tamil Nadu,Chennai,Pammal
103,Tamil Nadu,Chennai,Tondiarpet
104,Tamil Nadu,Chennai,Porur
105,Tamil Nadu,Chennai,Ramapuram
106,Tamil Nadu,Chennai,Thirumazhisai
107,Tamil Nadu,Chennai,Sriperumbudur
108,Tamil Nadu,Chennai,Nazarathpettai
109,Tamil Nadu,Chennai,Poonamallee
110,Tamil Nadu,Chennai,Bhaikadai
111,Tamil Nadu,Chennai,Mangadu
112,Tamil Nadu,Chennai,Thandalam
113,Tamil Nadu,Chennai,Pidarithangal
114,Tamil Nadu,Chennai,"Kattupakkam,Poonamallee"
115,Tamil Nadu,Chennai,Guindy Kathipara Bridge
116,Tamil Nadu,Chennai,Velachery
117,Tamil Nadu,Chennai,Nanganallur
118,Delhi,New Delhi,Raj Nagar
119,Delhi,New Delhi,Gaur City 1
120,Delhi,New Delhi,Shahberi
121,Delhi,New Delhi,OPULENT MALL
122,Delhi,New Delhi,Nehru Nagar
123,Delhi,New Delhi,Navyug Market
124,Delhi,New Delhi,Gaur City
125,Delhi,New Delhi,Pratap Vihar
126,Delhi,New Delhi,Crossing Republic
127,Delhi,New Delhi,Crossings Republik Township
128,Delhi,New Delhi,crossing republic
129,Delhi,New Delhi,Gaur City 2
130,Delhi,New Delhi,Indirapuram
131,Delhi,New Delhi,Ghaziabad
132,Delhi,New Delhi,Dwarka
133,Delhi,New Delhi,Pacific Mall
134,Delhi,New Delhi,Kakrola
135,Delhi,New Delhi,PACIFIC MALL DWARKA
136,Delhi,New Delhi,Uttam Nagar
137,Delhi,New Delhi,Sector- 21
138,Delhi,New Delhi,M3M MARKET
139,Delhi,New Delhi,Rohini
140,Delhi,New Delhi,Unity Mall
141,Delhi,New Delhi,NIHANKARI SATSANG BHAWAN
142,Delhi,New Delhi,Paschim Vihar
143,Telangana,Hyderabad,Kapil Tower
144,Telangana,Hyderabad,Nanakramguda
145,Telangana,Hyderabad,RANGAREDDY
146,Telangana,Hyderabad,Gachibowli
147,Telangana,Hyderabad,Lingampally
148,Telangana,Hyderabad,Neo Aparna Mall
149,Telangana,Hyderabad,Huda Layout
150,Telangana,Hyderabad,Lingampally & Nallagandla
151,Telangana,Hyderabad,VATTINAGULAPALLI
152,Telangana,Hyderabad,Gandipet Mandal
153,Telangana,Hyderabad,Forest Dept Colony
154,Telangana,Hyderabad,Serlingampally Circle No 20
155,Telangana,Hyderabad,Santosh nagar
156,Telangana,Hyderabad,Meerpet
157,Telangana,Hyderabad,New Malakpet
158,Telangana,Hyderabad,Shamshabad
159,Telangana,Hyderabad,shamshabad
160,Telangana,Hyderabad,Attapur
161,Telangana,Hyderabad,shamshabaad
162,Telangana,Hyderabad,Katedan
163,Telangana,Hyderabad,Mahaveer Road Gaganpahad
164,Telangana,Hyderabad,Rambagh Colony
165,Telangana,Hyderabad,Malakpet
166,Telangana,Hyderabad,M-Qube Mall
167,Telangana,Hyderabad,Pebel City
168,Telangana,Hyderabad,aramghar
169,Telangana,Hyderabad,Narepally
170,Telangana,Hyderabad,Medipally
171,Telangana,Hyderabad,Pocharam
172,Telangana,Hyderabad,Narapally
173,Telangana,Hyderabad,Uppal
174,Telangana,Hyderabad,Boduppal
175,West Bengal,Kolkata,RAJPUR-SONARPUR MUNICIPALITY
176,West Bengal,Kolkata,Gandhi Road
177,West Bengal,Kolkata,Thakurpukur
178,West Bengal,Kolkata,Narendrapur
179,West Bengal,Kolkata,Jadavpur
180,West Bengal,Kolkata,Mahamayatala
181,West Bengal,Kolkata,Harish Mukherjee Road
182,West Bengal,Kolkata,Chowringhee Mansions
183,West Bengal,Kolkata,Chowringhee
184,West Bengal,Kolkata,Behala
185,West Bengal,Kolkata,Diamond Harbour
186,West Bengal,Kolkata,Sodepur
187,West Bengal,Kolkata,Pailan
188,West Bengal,Kolkata,Batanagar
189,West Bengal,Kolkata,MAHESHTALA MUNICIPALITY
190,West Bengal,Kolkata,Dumdum
191,West Bengal,Kolkata,Kalindi Housing
192,West Bengal,Kolkata,Lake Town
193,West Bengal,Kolkata,Jessore Rd
194,West Bengal,Kolkata,Bidhannagar
195,West Bengal,Kolkata,DumDum
196,West Bengal,Kolkata,Barrackpore Trunk Rd
197,West Bengal,Kolkata,Kestopur
198,West Bengal,Kolkata,Laketown
199,West Bengal,Kolkata,Belgharia
200,West Bengal,Kolkata,Bangur
201,West Bengal,Kolkata,Chinar Park
202,West Bengal,Kolkata,Kankurgachi
203,West Bengal,Kolkata,Barasat
204,West Bengal,Kolkata,Madhyamgram
205,Gujarat,Ahmedabad,Hebatpur
206,Gujarat,Ahmedabad,Sola
207,Gujarat,Ahmedabad,Near Science City
208,Gujarat,Ahmedabad,Ghatlodia
209,Gujarat,Ahmedabad,Science City
210,Gujarat,Ahmedabad,Ambli
211,Gujarat,Ahmedabad,Thaltej
212,Gujarat,Ahmedabad,Palladium
213,Gujarat,Ahmedabad,Bodakdev
214,Gujarat,Ahmedabad,Palladium FC
215,Gujarat,Ahmedabad,Sindhu Bhavan Road
216,Gujarat,Ahmedabad,Satyamev Shivalik
217,Gujarat,Ahmedabad,South Bopal
218,Gujarat,Ahmedabad,Vastrapur
219,Gujarat,Ahmedabad,Bopal
220,Gujarat,Ahmedabad,Extension Road
221,Gujarat,Ahmedabad,Shivam Trade Centre
222,Gujarat,Ahmedabad,Sindhu Bhavan Raod Near TAJ
223,Gujarat,Ahmedabad,Adani Shanti Gram
224,Gujarat,Ahmedabad,Vaishnodevi Circle
225,Gujarat,Ahmedabad,Vaishno Devi Circle
226,Gujarat,Ahmedabad,Adalaj
227,Gujarat,Ahmedabad,Gandhinagar
228,Gujarat,Ahmedabad,GOTA
229,Gujarat,Ahmedabad,Rangat Green Memories
230,Gujarat,Ahmedabad,CROSS ROAD
231,Gujarat,Ahmedabad,Chandkheda
232,Gujarat,Ahmedabad,Shantigram
233,Gujarat,Ahmedabad,Prahlad Nagar
234,Rajasthan,Jaipur,Malviya Nagar
235,Rajasthan,Jaipur,Jaipur Textile Market
236,Rajasthan,Jaipur,Jagatpura
237,Rajasthan,Jaipur,MALVIYA NAGAR
238,Rajasthan,Jaipur,Durgapura
239,Rajasthan,Jaipur,G.T 
240,Rajasthan,Jaipur,Sector 7
241,Rajasthan,Jaipur,Vidhyadhar Nagar
242,Rajasthan,Jaipur,Kadam Vihar
243,Rajasthan,Jaipur,Jhotwara
244,Rajasthan,Jaipur,Khatipura
245,Rajasthan,Jaipur,Dhaba 14
246,Rajasthan,Jaipur,Kanji Nagar
247,Rajasthan,Jaipur,Raja Park
248,Rajasthan,Jaipur,Laxmi Vihar
249,Rajasthan,Jaipur,Machawa
250,Rajasthan,Jaipur,Vaishali Nagar
251,Rajasthan,Jaipur,Near Nursery Circle
252,Rajasthan,Jaipur,Vidhyadhar
253,Rajasthan,Jaipur,Shashtri Nagar
254,Uttar Pradesh,Lucknow,Gomti Nagar
255,Uttar Pradesh,Lucknow,Arjunganj
256,Uttar Pradesh,Lucknow,PALASSIO MALL
257,Uttar Pradesh,Lucknow,Lulu Mall
258,Uttar Pradesh,Lucknow,GOMTI NAGAR
259,Uttar Pradesh,Lucknow,Phoenix Mall
260,Uttar Pradesh,Lucknow,VIBHUTI KHAND
261,Uttar Pradesh,Lucknow,Sushant Golf City
262,Uttar Pradesh,Lucknow,Sadar Bazaar
263,Uttar Pradesh,Lucknow,"Phoenix Palassio, Gomti Nagar"
264,Uttar Pradesh,Lucknow,Jopling Road
265,Uttar Pradesh,Lucknow,Jankipuram
266,Uttar Pradesh,Lucknow,Aliganj
267,Uttar Pradesh,Lucknow,Mahanagar
268,Uttar Pradesh,Lucknow,Sapru Marg
269,Uttar Pradesh,Lucknow,Nishatganj
270,Uttar Pradesh,Lucknow,Vikas Nagar
271,Uttar Pradesh,Lucknow,Chowk
272,Uttar Pradesh,Lucknow,Aashiana
273,Uttar Pradesh,Lucknow,Vrindavan
274,Uttar Pradesh,Lucknow,Vrindavan Yojana
275,Uttar Pradesh,Lucknow,Lucknow
276,Uttar Pradesh,Lucknow,Vrindavan Colony
277,Uttar Pradesh,Lucknow,Mohanlalganj
278,Uttar Pradesh,Lucknow,Ashiyana
279,Uttar Pradesh,Lucknow,Hariharpur
280,Uttar Pradesh,Lucknow,LULU MALL
281,Uttar Pradesh,Lucknow,Vrindavan Yojna
282,Punjab,Chandigarh,Sunny Enclave
283,Punjab,Chandigarh,West Chd
284,Punjab,Chandigarh,Gold Square
285,Punjab,Chandigarh,DESU MAJRA
286,Punjab,Chandigarh,Mohali Kharar Road Mohali
287,Punjab,Chandigarh,SECTOR 24
288,Punjab,Chandigarh,Sector 40 Chd
289,Punjab,Chandigarh,Sector 38
290,Punjab,Chandigarh,Sector 16
291,Punjab,Chandigarh,Sector 15
292,Punjab,Chandigarh,Sector 37
293,Punjab,Chandigarh,Sector 24 D
294,Punjab,Chandigarh,Phase 2
295,Punjab,Chandigarh,Industrial Area
296,Punjab,Chandigarh,Sector 40
297,Punjab,Chandigarh,Sector 24
298,Punjab,Chandigarh,VR Shopping Mall
299,Punjab,Chandigarh,Sector 36
300,Punjab,Chandigarh,Sec. 55
301,Punjab,Chandigarh,Phase 7 Mohali
302,Punjab,Chandigarh,Sahibzada Ajit Singh Nagar Mohali
303,Punjab,Chandigarh,SAS Nagar
304,Punjab,Chandigarh,Abdullapur
305,Punjab,Chandigarh,Kalka
306,Punjab,Chandigarh, Kalka
307,Punjab,Chandigarh,Phase 10
308,Punjab,Chandigarh,Phase 10 Mohali
309,Punjab,Chandigarh,Phase 9 Mohali
310,Punjab,Chandigarh,Sector 66A
311,Punjab,Chandigarh,Sector 66
312,Punjab,Chandigarh,S.A.S NAGAR MOHALI
313,Punjab,Chandigarh,Mohali
314,Punjab,Chandigarh,Airport Road
315,Punjab,Chandigarh,Phase 5 Mohali
316,Punjab,Chandigarh,Sector 68
317,Punjab,Chandigarh,Sector 64
318,Punjab,Chandigarh,MOHALI
319,Punjab,Chandigarh,Phase 5
320,Punjab,Chandigarh,Sector 67
321,Punjab,Chandigarh,Tarf Kumbra
322,Punjab,Chandigarh,Sector 67 Mohali
323,Punjab,Chandigarh,Industrial Area Phase 1
324,Punjab,Chandigarh,Sector 36D
325,Punjab,Chandigarh,Sector 35
326,Punjab,Chandigarh,Sector 22
327,Punjab,Chandigarh,Sector 35 C
328,Punjab,Chandigarh,East Chandigarh
329,Madhya Pradesh,Indore,Phoenix
330,Madhya Pradesh,Indore,Vijay Nagar
331,Madhya Pradesh,Indore,PHOENIX CITADEL
332,Madhya Pradesh,Indore,Nipania
333,Madhya Pradesh,Indore,Khajrana
334,Madhya Pradesh,Indore,Talawali
335,Madhya Pradesh,Indore,Phoenix Citadel Mall
336,Madhya Pradesh,Indore,Pushp Vihar Colony
337,Madhya Pradesh,Indore,Scheme 54
338,Madhya Pradesh,Indore,Bypass South
339,Madhya Pradesh,Indore,PHOENIX CITADEL MALL
340,Madhya Pradesh,Indore,131 Scheme
341,Madhya Pradesh,Indore,Village Khajrana Citadel Indore
342,Madhya Pradesh,Indore,Vijaya Nagar
343,Madhya Pradesh,Indore,Scheme No 74
344,Madhya Pradesh,Indore,Satya Sai Square
345,Madhya Pradesh,Indore,NEAR VIRANDAVAN RESTAURANT
346,Madhya Pradesh,Indore,Dewas City
347,Madhya Pradesh,Indore,Dewas Locality
348,Madhya Pradesh,Indore,Gomti Nagar
349,Madhya Pradesh,Indore,Ram Nagar
350,Madhya Pradesh,Indore,TILAK NAGAR
351,Karnataka,Bengaluru,yelahanka
352,Karnataka,Bengaluru,Yelahanka New Town
353,Karnataka,Bengaluru,Yelahanka New
354,Karnataka,Bengaluru,YELAHANKA
355,Karnataka,Bengaluru,Virupakshapura
356,Karnataka,Bengaluru,Yelahanka Sector B
357,Karnataka,Bengaluru,Yelhanka
358,Karnataka,Bengaluru,Sahakara Nagar
359,Karnataka,Bengaluru,Sahakar Nagar
360,Karnataka,Bengaluru,"Skywards Tech Park, Bangalore"
361,Karnataka,Bengaluru,Electronic City
362,Karnataka,Bengaluru,Velankani Drive
363,Karnataka,Bengaluru,Bettadasanapura
364,Karnataka,Bengaluru,Doddathogur Village
365,Maharashtra,Mumbai,Airoli Gigaplex
366,Maharashtra,Mumbai,Dombivli East
367,Maharashtra,Mumbai,Airoli
368,Maharashtra,Mumbai,Dombivali
369,Maharashtra,Mumbai,Hiranandani Estate
370,Maharashtra,Mumbai,Waghbil
371,Maharashtra,Mumbai,Thane Hiranandani Estate
372,Maharashtra,Mumbai,Brahmand
373,Maharashtra,Mumbai,Rainbow Apartments
374,Maharashtra,Mumbai,Kopar Khairane
375,Maharashtra,Mumbai,Ghansoli
376,Maharashtra,Mumbai,THANE WEST
377,Maharashtra,Mumbai,Thane
378,Maharashtra,Mumbai,THANE
379,Maharashtra,Mumbai,Lodha Vesta A-B
380,Maharashtra,Mumbai,CHITALSAR MANPADA
381,Maharashtra,Mumbai,Vasant Vihar
382,Tamil Nadu,Chennai,Perambur
383,Tamil Nadu,Chennai,Kellys
384,Tamil Nadu,Chennai,Kilpauk
385,Tamil Nadu,Chennai,Vidya Nagar
386,Tamil Nadu,Chennai,Anna Nagar
387,Tamil Nadu,Chennai,Thyagaraya Nagar
388,Tamil Nadu,Chennai,Nungambakkam
389,Tamil Nadu,Chennai,Purasawalkam
390,Tamil Nadu,Chennai,Selaivayal
391,Tamil Nadu,Chennai,Annanagar
392,Tamil Nadu,Chennai,Chennai
393,Tamil Nadu,Chennai,Kodungaiyur
394,Tamil Nadu,Chennai,Kancheepuram
395,Tamil Nadu,Chennai,Egattur
396,Tamil Nadu,Chennai,Padur
397,Tamil Nadu,Chennai,Siruseri
398,Tamil Nadu,Chennai,Navalur
399,Tamil Nadu,Chennai,Nehru Nagar
400,Tamil Nadu,Chennai,OMR Navalur
401,Tamil Nadu,Chennai,Medavakkam
402,Tamil Nadu,Chennai,Muthamzhil Nagar
403,Tamil Nadu,Chennai,Karapakkam
404,Tamil Nadu,Chennai,Thoraipakkam
405,Delhi,New Delhi,Sector 63
406,Delhi,New Delhi,Sector 62
407,Delhi,New Delhi,Shipra Mall Indirapuram
408,Delhi,New Delhi,Sector 73
409,Delhi,New Delhi,Sector 52
410,Delhi,New Delhi,Sector 65
411,Delhi,New Delhi,Sector 72
412,Delhi,New Delhi,C Block
413,Delhi,New Delhi,Sector 64
414,Delhi,New Delhi,Sector 59 Noida
415,Delhi,New Delhi,Cleo County
416,Delhi,New Delhi,Sector 51
417,Delhi,New Delhi,Sector 76
418,Delhi,New Delhi,Sector 61
419,Delhi,New Delhi,Sector 66
420,Delhi,New Delhi,Raj Nagar Extension
421,Delhi,New Delhi,Sanjay Nagar
422,Delhi,New Delhi,Sector 12
423,Delhi,New Delhi,HUDA SHOPPING COMPLEX
424,Delhi,New Delhi,Greenfields_FBD
425,Delhi,New Delhi,Sector 31
426,Delhi,New Delhi,Marengo Asia Hospitals
427,Delhi,New Delhi,Sector 21
428,Delhi,New Delhi,Sector 15
429,Delhi,New Delhi,Sector 19
430,Delhi,New Delhi,Inder Colony
431,Delhi,New Delhi,Charmwood Village
432,Delhi,New Delhi,Tughlakabad Institutional Area
433,Delhi,New Delhi,Greenfields
434,Delhi,New Delhi,Sector 16
435,Delhi,New Delhi,Sector 37
436,Delhi,New Delhi,Sector 21C
437,Delhi,New Delhi,SECTOR-31
438,Delhi,New Delhi,Sector 16 Faridabad
439,Delhi,New Delhi,Sector 16_FBD
440,Delhi,New Delhi,Faridabad
441,Delhi,New Delhi,Vaishali
442,Telangana,Hyderabad,Miyapur
443,Telangana,Hyderabad,Sri Durga Colony
444,Telangana,Hyderabad,Nallagandla Village
445,Telangana,Hyderabad,GSM Mall
446,Telangana,Hyderabad,ICRISAT Colony
447,Telangana,Hyderabad,Hafeezpet
448,Telangana,Hyderabad,Chandanagar
449,Telangana,Hyderabad,Madinaguda
450,Telangana,Hyderabad,Kondapur
451,Telangana,Hyderabad,ameenpur & Lingampally
452,Telangana,Hyderabad,Nizampet
453,Telangana,Hyderabad,Sainikpuri
454,Telangana,Hyderabad,Yapral Kowkoor
455,Telangana,Hyderabad,Kapra
456,Telangana,Hyderabad,A. S. Rao Nagar
457,Telangana,Hyderabad,Ecil
458,Telangana,Hyderabad,Manchirevula
459,Telangana,Hyderabad,Narsingi
460,Telangana,Hyderabad,Kokapet
461,Telangana,Hyderabad,Manikonda
462,Telangana,Hyderabad,Narsingi FC
463,Telangana,Hyderabad,Gandipet
464,Telangana,Hyderabad,Bandlaguda
465,Telangana,Hyderabad,Attapur_Suncity_Bandlaguda
466,Telangana,Hyderabad,Hydershakote
467,Telangana,Hyderabad,Shanti Nagar
468,Telangana,Hyderabad,Vanasthalipuram
469,Telangana,Hyderabad,PEERZADIGUDA
470,West Bengal,Kolkata,Eco Space
471,West Bengal,Kolkata,Newtown
472,West Bengal,Kolkata,Rajarhat
473,West Bengal,Kolkata,NEWTOWN
474,West Bengal,Kolkata,Salt Lake
475,West Bengal,Kolkata,New Town
476,West Bengal,Kolkata,Eco Park Newtown
477,West Bengal,Kolkata,Behala Shakuntala Park
478,West Bengal,Kolkata,Alipore
479,West Bengal,Kolkata,Diamond Harbour Road
480,West Bengal,Kolkata,MAHATMA GANDHI ROAD
481,West Bengal,Kolkata,Barisha
482,West Bengal,Kolkata,Block A
483,West Bengal,Kolkata,James Long
484,West Bengal,Kolkata,Nemai Bhawan
485,West Bengal,Kolkata,STATION ROAD
486,Gujarat,Ahmedabad,Isanpur
487,Gujarat,Ahmedabad,Naroda
488,Gujarat,Ahmedabad,Paldi
489,Gujarat,Ahmedabad,Majestic Law Garden
490,Gujarat,Ahmedabad,CG Road
491,Gujarat,Ahmedabad,Prem Chand Nagar
492,Gujarat,Ahmedabad,Navrangpura
493,Gujarat,Ahmedabad,Vejalpur
494,Gujarat,Ahmedabad,Ambawadi
495,Gujarat,Ahmedabad,"Sachin Tower, Prahladnagar"
496,Gujarat,Ahmedabad,"GF 1,2 MAHAVIR TOWER"
497,Gujarat,Ahmedabad,Celebration City Centre Bopal
498,Gujarat,Ahmedabad,Sindhu Bhavan
499,Gujarat,Ahmedabad,Ugti Dham
500,Gujarat,Ahmedabad,Phoenix Palladium
501,Gujarat,Ahmedabad,Nikol
502,Rajasthan,Jaipur,Adarsh Nagar
503,Rajasthan,Jaipur,C Scheme
504,Rajasthan,Jaipur,Bani Park
505,Rajasthan,Jaipur,Johari Bazaar
506,Rajasthan,Jaipur,Pink City
507,Rajasthan,Jaipur,Lal Kothi
508,Rajasthan,Jaipur,Civil Lines
509,Rajasthan,Jaipur,Axis Mall
510,Rajasthan,Jaipur,MI Road
511,Rajasthan,Jaipur,Bais Godam
512,Rajasthan,Jaipur,Sahakar Marg
513,Rajasthan,Jaipur,Sindhi Camp
514,Rajasthan,Jaipur,Gopalpura
515,Rajasthan,Jaipur,Kukas
516,Rajasthan,Jaipur,Pratap Nagar
517,Rajasthan,Jaipur,Mansarovar
518,Rajasthan,Jaipur,Sanganer
519,Rajasthan,Jaipur,Hans Vihar
520,Uttar Pradesh,Lucknow,Ahmamau
521,Uttar Pradesh,Lucknow,Indira Nagar
522,Uttar Pradesh,Lucknow,Bbd
523,Uttar Pradesh,Lucknow,Semra
524,Uttar Pradesh,Lucknow,Chinhat
525,Uttar Pradesh,Lucknow,INDIRA NAGAR
526,Uttar Pradesh,Lucknow,Adhar kheda
527,Uttar Pradesh,Lucknow,Indra Nagar
528,Uttar Pradesh,Lucknow,Land Mark Square Commercial Complex
529,Uttar Pradesh,Lucknow,Khurram Nagar
530,Uttar Pradesh,Lucknow,Crown mall Lucknow
531,Uttar Pradesh,Lucknow,Crown Mall
532,Uttar Pradesh,Lucknow,Kamta
533,Uttar Pradesh,Lucknow,Kamla Nehru Nagar
534,Uttar Pradesh,Lucknow,Omaxe heights
535,Uttar Pradesh,Lucknow,CONCEPT POINT
536,Uttar Pradesh,Lucknow,Vibhuti khand
537,Punjab,Chandigarh,Panchkula
538,Punjab,Chandigarh,KC Cross Road
539,Punjab,Chandigarh,Sector 9
540,Punjab,Chandigarh,Sector 11 Panchkula
541,Punjab,Chandigarh,Sector 8 Panchkula
542,Punjab,Chandigarh,Sector 5
543,Punjab,Chandigarh,Sector 9 Panchkula
544,Punjab,Chandigarh,Opposite Panchkula Bus Stand
545,Punjab,Chandigarh,Manimazra
546,Punjab,Chandigarh,Sector 21
547,Punjab,Chandigarh,Sector 20
548,Punjab,Chandigarh,Manimajra
549,Punjab,Chandigarh,Sector 5 MDC Panchkula
550,Punjab,Chandigarh,Sector 10 Panchkula
551,Punjab,Chandigarh,Sector 125 Mohali
552,Punjab,Chandigarh,Greater Mohali
553,Punjab,Chandigarh,Jal Vayu Vihar
554,Punjab,Chandigarh,New Chd
555,Punjab,Chandigarh,South Mohali
556,Punjab,Chandigarh,Sector 34
557,Punjab,Chandigarh,Chandigarh
558,Punjab,Chandigarh,Zirakpur
559,Punjab,Chandigarh,AiportRoad Mohali
560,Punjab,Chandigarh,Aero Arcade
561,Punjab,Chandigarh,VIP Road
562,Punjab,Chandigarh,Aerocity
563,Punjab,Chandigarh,SECTOR 82
564,Punjab,Chandigarh,Sector 82
565,Madhya Pradesh,Indore,Race Course Road
566,Madhya Pradesh,Indore,Bhawar Kuan
567,Madhya Pradesh,Indore,Khatiwala
568,Madhya Pradesh,Indore,South Tukoganj
569,Madhya Pradesh,Indore,TI MALL
570,Madhya Pradesh,Indore,Sudama Nagar
571,Madhya Pradesh,Indore,Transport Nagar
572,Madhya Pradesh,Indore,Sapna Sangeeta mall
573,Madhya Pradesh,Indore,New Palasia
574,Madhya Pradesh,Indore,Rajendra Nagar
575,Madhya Pradesh,Indore,Bhavarkua
576,Madhya Pradesh,Indore,Beside Rajnandani Hotel
577,Madhya Pradesh,Indore,Bhawarkuan Main Road
578,Madhya Pradesh,Indore,Gram Tejpur Gadbadi Pulia
579,Madhya Pradesh,Indore,Treasure Island Indore
580,Madhya Pradesh,Indore,Madhumilan Square
581,Madhya Pradesh,Indore,Bypass North
582,Madhya Pradesh,Indore,Old Palasia
583,Madhya Pradesh,Indore,Bicholi Mardana
584,Madhya Pradesh,Indore,SAKET SQUARE
585,Madhya Pradesh,Indore,Saket
586,Madhya Pradesh,Indore,Indore
587,Madhya Pradesh,Indore,DHENU MARKET
588,Madhya Pradesh,Indore,RNT Marg
589,Madhya Pradesh,Indore,Sheetal Nagar
590,Bihar,Patna,BAKSHI MOHALLA
591,Bihar,Patna,Kankarbagh
592,Bihar,Patna,Kumhrar
593,Bihar,Patna,Adarsh Colony
594,Bihar,Patna,Pat_Fatuha
595,Bihar,Patna,Patna City
596,Bihar,Patna,Kankarbagh 
597,Bihar,Patna,Patliputra Colony
598,Bihar,Patna,Kurji
599,Bihar,Patna,DRB- BhattaCharya Road
600,Bihar,Patna,"UNO Business Center, Patliputra"
601,Bihar,Patna,P&M Mall
